date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-12-22 00:00:00,22.2,16.1,28.4,0,,,12.5,,1018.3,
2024-12-23 00:00:00,25.2,20,30.9,0.1,,,17.5,,1013.5,
2024-12-24 00:00:00,20.6,16.4,31.5,3,,,12.3,,1015,
2024-12-25 00:00:00,16.9,12.6,26.5,0,,,10.5,,1016.6,
2024-12-26 00:00:00,20.1,13.6,27,0,,,12.1,,1013.5,
2024-12-27 00:00:00,21.6,13.2,28.4,0,,,9.3,,1013.6,
2024-12-28 00:00:00,22,15.9,29.5,0,,,12.9,,1018,
2024-12-29 00:00:00,21.3,13.5,30.2,0,,,13,,1017.1,
2024-12-30 00:00:00,23,16,29,0,,,15.4,,1013.4,
2024-12-31 00:00:00,25.9,20.9,31.6,0,,,14,,1010.5,
